Age,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact,CityTier,Occupation,Gender,MaritalStatus,Passport,OwnCar,Designation,ProdTaken
37,4,3,3,3,20831,3,4,25,Company Invited,1,Small Business,Female,Single,0,1,Executive,0
27,3,3,2,2,17566,2,4,9,Company Invited,1,Small Business,Male,Married,1,0,Executive,0
40,3,3,3,1,17001,1,3,8,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
49,2,3,5,0,30379,3,3,6,Self Enquiry,1,Salaried,Male,Single,0,1,AVP,0
32,2,4,1,1,20470,4,3,8,Self Enquiry,1,Small Business,Male,Married,0,0,Manager,0
57,3,3,1,2,19900,3,1,6,Self Enquiry,1,Salaried,Male,Divorced,0,1,Manager,0
26,3,4,2,0,21272,3,3,34,Self Enquiry,3,Small Business,Male,Married,0,0,Manager,0
30,2,3,2,1,20126,1,4,6,Self Enquiry,1,Salaried,Male,Married,1,1,Manager,0
42,2,3,6,1,17515,2,3,8,Company Invited,1,Small Business,Male,Single,1,0,Executive,0
31,4,4,3,1,30594,3,4,9,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,1
28,4,5,3,3,26090,4,4,7,Self Enquiry,1,Salaried,Female,Divorced,0,1,Senior Manager,0
24,4,5,5,2,21000,3,4,9,Self Enquiry,3,Large Business,Male,Married,0,1,Executive,0
27,3,5,8,2,24004,3,5,15,Self Enquiry,3,Large Business,Male,Unmarried,0,1,Manager,1
36,3,3,3,1,24491,5,4,34,Self Enquiry,3,Salaried,Male,Unmarried,1,0,Manager,1
38,4,4,6,2,21700,4,4,26,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
28,3,3,2,1,18310,4,3,14,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
45,2,5,2,0,20769,3,5,11,Self Enquiry,1,Small Business,Female,Single,1,1,Manager,0
35,3,3,2,0,17404,3,3,13,Self Enquiry,3,Salaried,Male,Divorced,0,1,Executive,0
45,3,3,3,2,23219,5,4,36,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Manager,0
40,4,5,2,2,21082,2,4,13,Self Enquiry,1,Small Business,Male,Divorced,1,1,Executive,1
39,3,5,1,1,17404,1,3,12,Self Enquiry,1,Small Business,Male,Married,1,1,Executive,1
29,3,3,3,2,21381,4,5,13,Company Invited,1,Salaried,Male,Married,1,1,Executive,0
34,4,4,8,2,30556,3,4,12,Company Invited,1,Salaried,Female,Married,0,1,Senior Manager,0
33,4,3,2,2,23143,4,4,33,Company Invited,3,Small Business,Male,Married,0,1,Manager,0
28,3,4,1,2,18201,2,4,8,Self Enquiry,1,Salaried,Male,Divorced,0,0,Executive,0
41,3,3,4,1,28591,2,3,12,Self Enquiry,3,Salaried,Fe Male,Single,1,0,Senior Manager,0
39,3,4,2,2,23118,4,4,7,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
37,3,4,5,1,18022,4,3,25,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
28,3,3,3,2,23299,1,6,15,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
27,3,3,2,1,17517,4,3,10,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
54,1,3,3,0,32328,3,2,32,Company Invited,2,Salaried,Female,Single,1,1,AVP,0
26,3,5,5,1,20774,1,4,16,Self Enquiry,1,Salaried,Male,Single,0,1,Executive,1
45,2,5,3,0,24724,3,3,13,Self Enquiry,1,Salaried,Male,Married,0,0,Senior Manager,0
39,3,4,4,1,22876,1,4,23,Self Enquiry,3,Salaried,Female,Unmarried,0,0,Manager,0
57,4,5,6,2,22935,4,4,15,Self Enquiry,1,Salaried,Female,Married,1,1,Executive,0
22,4,4,3,3,20852,5,5,7,Company Invited,3,Large Business,Female,Single,1,1,Executive,1
38,2,3,6,1,32342,1,4,14,Self Enquiry,1,Small Business,Male,Single,0,0,Senior Manager,0
37,3,4,4,1,24185,4,5,24,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
20,2,3,2,0,18033,3,4,5,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,0
59,2,5,5,1,17670,1,1,9,Self Enquiry,1,Small Business,Female,Married,1,0,Executive,0
45,2,3,7,0,23865,4,4,12,Company Invited,3,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
45,3,3,1,0,28496,3,3,26,Self Enquiry,1,Small Business,Male,Divorced,1,0,AVP,0
32,2,4,2,1,21524,3,3,11,Company Invited,3,Salaried,Male,Divorced,0,1,Manager,0
47,3,3,2,0,18294,1,4,8,Self Enquiry,3,Salaried,Female,Single,1,0,Executive,0
45,3,5,5,0,25761,2,3,15,Self Enquiry,3,Small Business,Male,Married,1,1,Senior Manager,0
36,4,4,2,2,25218,1,5,16,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Manager,0
31,3,5,2,1,21833,1,3,17,Self Enquiry,1,Small Business,Male,Married,1,1,Manager,0
37,2,3,2,1,17326,1,3,15,Company Invited,1,Small Business,Male,Married,1,0,Executive,0
34,3,3,2,0,20337,3,1,27,Self Enquiry,3,Salaried,Male,Single,0,0,Manager,0
28,4,3,3,3,23325,2,3,10,Company Invited,3,Small Business,Female,Married,1,1,Manager,0
48,4,3,6,2,25075,4,2,34,Company Invited,3,Salaried,Fe Male,Unmarried,1,0,Manager,1
41,4,3,4,2,20679,1,4,9,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
31,4,5,3,2,21750,2,4,16,Company Invited,1,Small Business,Male,Married,0,0,Manager,0
20,2,4,2,1,17836,4,4,6,Self Enquiry,1,Salaried,Female,Single,0,0,Executive,0
38,3,3,1,2,20329,1,5,12,Company Invited,1,Small Business,Female,Married,1,0,Manager,0
29,4,3,3,1,21193,4,4,19,Self Enquiry,1,Salaried,Female,Divorced,1,1,Executive,1
34,3,3,6,2,25797,3,5,12,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
34,3,3,3,1,24046,1,4,23,Company Invited,3,Salaried,Female,Married,1,0,Manager,0
39,2,3,5,1,20238,4,3,9,Self Enquiry,3,Small Business,Female,Married,1,1,Manager,1
41,3,3,4,1,26135,3,6,7,Self Enquiry,3,Small Business,Male,Divorced,1,1,Manager,0
40,4,3,2,3,29616,1,4,9,Company Invited,1,Large Business,Female,Single,0,1,Senior Manager,0
58,2,3,1,0,17380,1,4,8,Company Invited,1,Salaried,Male,Married,1,1,Executive,1
37,2,3,2,0,20993,5,4,6,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,0
38,2,5,4,1,17619,1,3,6,Self Enquiry,1,Salaried,Female,Single,0,0,Executive,0
34,4,3,3,1,32136,1,4,7,Company Invited,1,Salaried,Female,Single,1,1,Senior Manager,0
41,4,3,3,2,21997,3,4,31,Self Enquiry,1,Large Business,Male,Married,0,1,Manager,0
39,3,3,5,2,26434,5,5,9,Self Enquiry,1,Small Business,Female,Married,1,1,Senior Manager,0
27,3,5,3,2,22972,3,5,7,Company Invited,3,Small Business,Male,Unmarried,0,1,Manager,0
45,3,3,4,2,25748,1,4,6,Company Invited,1,Salaried,Male,Married,0,1,Senior Manager,0
35,4,3,5,1,26781,3,5,10,Self Enquiry,3,Small Business,Female,Married,1,0,Manager,0
39,4,4,7,3,21270,3,4,9,Company Invited,2,Salaried,Male,Married,0,1,Executive,0
35,3,3,2,1,26434,2,4,10,Company Invited,1,Salaried,Male,Unmarried,0,1,Manager,0
41,2,4,2,0,21151,1,5,16,Company Invited,3,Small Business,Male,Single,0,1,Manager,0
25,4,4,3,2,20888,2,4,24,Self Enquiry,1,Salaried,Female,Divorced,0,0,Executive,1
26,2,4,3,1,17373,2,3,22,Self Enquiry,1,Small Business,Male,Married,1,1,Executive,1
43,2,3,4,0,25231,3,4,10,Self Enquiry,3,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
51,1,5,4,0,22484,1,4,6,Company Invited,1,Small Business,Female,Unmarried,0,1,Senior Manager,0
24,3,5,3,1,21178,3,4,16,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
30,3,3,2,2,17693,3,3,30,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
39,4,3,2,3,30188,5,5,22,Self Enquiry,1,Salaried,Male,Married,1,1,Senior Manager,0
30,3,3,3,2,23232,1,4,9,Company Invited,3,Salaried,Male,Unmarried,0,0,Manager,0
24,4,5,3,3,20279,3,2,13,Self Enquiry,1,Salaried,Male,Divorced,1,1,Executive,1
36,3,3,5,1,23259,3,4,19,Company Invited,3,Salaried,Male,Unmarried,1,1,Manager,1
31,2,4,2,0,17501,3,3,6,Self Enquiry,1,Small Business,Male,Single,0,1,Executive,0
39,2,3,7,0,20736,5,5,27,Company Invited,3,Salaried,Female,Married,0,0,Manager,0
30,4,4,4,2,25322,4,5,9,Self Enquiry,3,Small Business,Male,Divorced,0,0,Manager,0
33,2,3,2,0,20487,1,3,16,Self Enquiry,3,Small Business,Male,Single,0,0,Manager,0
44,4,3,7,2,29476,4,5,32,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager,0
34,2,4,1,0,26994,5,3,13,Self Enquiry,1,Salaried,Fe Male,Unmarried,0,0,Senior Manager,0
30,3,3,2,1,23465,3,4,7,Self Enquiry,1,Small Business,Male,Married,1,1,Executive,1
57,2,3,4,0,29118,3,4,35,Self Enquiry,3,Small Business,Male,Married,0,1,AVP,0
23,3,3,3,1,21492,3,5,33,Company Invited,1,Salaried,Female,Married,1,0,Executive,0
45,3,3,6,1,21873,3,4,7,Self Enquiry,2,Salaried,Female,Married,1,1,Executive,0
55,4,3,6,2,25532,3,4,14,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
34,3,3,2,1,21178,3,4,9,Self Enquiry,1,Salaried,Male,Single,0,1,Executive,0
25,4,4,3,2,20805,3,5,24,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
57,4,3,3,1,21265,3,4,31,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,1
42,3,3,1,1,34613,1,4,15,Self Enquiry,1,Salaried,Male,Single,0,1,VP,0
19,2,3,2,0,16102,5,4,8,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,1
60,3,3,2,1,29190,5,4,21,Company Invited,1,Salaried,Female,Single,1,1,Senior Manager,1
34,2,3,1,1,17308,1,3,13,Self Enquiry,3,Large Business,Male,Married,1,0,Executive,0
26,4,3,5,3,22347,5,4,26,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive,0
34,2,3,1,0,17585,1,1,26,Self Enquiry,1,Large Business,Female,Divorced,0,1,Executive,0
40,3,5,3,2,29558,5,4,29,Company Invited,1,Small Business,Female,Single,1,1,Senior Manager,0
36,4,4,5,2,29581,3,5,32,Self Enquiry,1,Large Business,Male,Divorced,0,1,Senior Manager,0
31,2,3,2,1,23943,2,4,13,Company Invited,1,Salaried,Female,Divorced,0,1,Senior Manager,0
46,2,5,3,1,25673,2,4,6,Company Invited,1,Small Business,Male,Divorced,1,1,Senior Manager,0
41,3,4,3,1,22922,3,2,9,Company Invited,1,Small Business,Female,Married,0,0,Manager,0
33,4,3,2,1,20992,5,4,7,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
44,2,3,5,1,20985,5,4,6,Self Enquiry,2,Salaried,Female,Single,0,1,Manager,0
43,4,4,7,2,32203,3,4,33,Company Invited,3,Small Business,Female,Married,0,1,AVP,0
32,3,3,3,2,25821,4,4,14,Self Enquiry,1,Small Business,Fe Male,Unmarried,1,1,Senior Manager,0
41,3,3,6,2,25191,3,4,7,Self Enquiry,1,Salaried,Female,Married,0,0,Manager,0
37,4,3,4,3,23356,3,4,14,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Executive,0
34,2,3,2,1,17579,5,3,20,Self Enquiry,3,Large Business,Female,Married,1,1,Executive,0
45,3,3,1,1,28496,3,3,26,Self Enquiry,1,Small Business,Male,Married,1,1,AVP,0
30,3,3,2,1,20736,1,4,7,Self Enquiry,1,Large Business,Male,Single,0,0,Executive,1
34,2,3,1,1,23500,5,4,23,Company Invited,1,Large Business,Male,Married,1,1,Executive,1
44,2,3,4,1,28320,2,1,34,Self Enquiry,3,Small Business,Female,Divorced,1,1,AVP,0
31,3,3,3,2,27152,5,5,7,Company Invited,1,Salaried,Male,Unmarried,0,1,Senior Manager,0
41,3,4,2,1,18140,4,3,26,Self Enquiry,3,Small Business,Female,Single,1,0,Executive,1
35,2,3,2,1,17376,1,4,10,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
34,2,3,2,1,17972,1,3,13,Self Enquiry,1,Small Business,Male,Single,0,0,Executive,0
22,3,4,3,2,21394,5,2,19,Self Enquiry,3,Salaried,Female,Unmarried,0,0,Executive,1
21,3,3,3,1,21711,3,5,6,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Executive,0
27,3,3,2,2,21419,5,4,24,Company Invited,2,Salaried,Female,Married,1,0,Executive,1
44,2,3,5,1,34513,1,3,9,Self Enquiry,1,Salaried,Male,Married,1,0,VP,0
27,2,3,2,0,23726,2,3,14,Company Invited,3,Salaried,Male,Unmarried,0,1,Senior Manager,0
57,3,5,2,1,31890,3,2,13,Company Invited,3,Salaried,Female,Married,0,1,AVP,0
21,3,3,3,1,21356,3,2,28,Self Enquiry,3,Small Business,Male,Unmarried,0,0,Executive,0
33,3,5,6,2,20854,4,5,9,Self Enquiry,1,Large Business,Male,Single,0,0,Manager,0
38,4,3,8,3,28726,3,4,17,Company Invited,1,Small Business,Male,Married,0,1,Senior Manager,1
32,4,5,5,3,25088,3,5,9,Self Enquiry,2,Salaried,Male,Married,0,0,Manager,0
34,3,3,1,1,17932,1,1,8,Self Enquiry,1,Small Business,Male,Married,1,0,Executive,0
50,2,3,4,0,21796,5,3,14,Company Invited,3,Large Business,Male,Married,1,0,Manager,1
39,2,3,3,1,34431,4,3,15,Company Invited,1,Salaried,Male,Single,0,0,VP,0
49,3,3,3,2,26576,5,4,11,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Senior Manager,0
37,3,3,6,2,25331,2,4,7,Company Invited,3,Small Business,Fe Male,Unmarried,0,1,Manager,0
25,3,3,3,2,22438,3,4,9,Company Invited,1,Large Business,Female,Unmarried,1,1,Executive,0
54,4,3,8,2,32953,5,4,30,Self Enquiry,1,Salaried,Female,Single,0,1,AVP,0
28,3,5,4,2,21674,3,3,13,Self Enquiry,1,Salaried,Male,Unmarried,1,0,Executive,1
32,3,5,2,1,17827,3,3,8,Company Invited,3,Salaried,Female,Married,0,0,Executive,0
33,3,4,2,2,22756,1,4,9,Self Enquiry,3,Small Business,Male,Divorced,1,0,Manager,0
38,3,4,3,2,22867,4,5,16,Self Enquiry,3,Small Business,Male,Married,0,0,Manager,0
28,3,3,2,2,20723,1,5,10,Self Enquiry,1,Small Business,Male,Single,0,1,Executive,0
59,3,3,7,1,25512,3,3,24,Self Enquiry,1,Small Business,Male,Unmarried,0,1,Senior Manager,0
52,3,4,7,2,31168,3,5,15,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
27,2,3,1,0,17045,2,4,9,Self Enquiry,1,Small Business,Male,Single,0,0,Executive,0
32,4,3,2,3,22656,5,2,11,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
18,3,4,2,0,16878,4,3,11,Company Invited,3,Small Business,Male,Single,1,1,Executive,1
32,3,3,6,2,20175,3,1,14,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
34,3,5,1,2,32007,4,3,21,Company Invited,1,Small Business,Male,Married,0,1,AVP,0
54,4,3,4,1,34105,3,5,9,Self Enquiry,3,Salaried,Female,Married,0,0,AVP,0
55,2,5,1,1,31756,3,4,8,Company Invited,1,Small Business,Male,Single,0,1,AVP,0
30,3,3,2,0,17632,2,3,24,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
29,3,3,2,0,17720,2,5,6,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
37,3,5,2,2,26999,5,4,17,Self Enquiry,1,Salaried,Male,Married,1,1,Senior Manager,0
29,2,3,2,1,17700,1,1,29,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
25,3,3,3,2,20233,1,6,29,Self Enquiry,2,Salaried,Male,Married,0,0,Executive,1
40,3,3,2,1,30847,3,4,9,Company Invited,1,Salaried,Male,Married,0,1,AVP,1
24,3,4,3,2,19901,5,4,8,Company Invited,3,Salaried,Female,Single,1,1,Executive,1
34,3,3,2,1,21074,5,5,13,Company Invited,1,Salaried,Male,Single,1,1,Manager,1
46,4,3,6,3,20810,3,4,35,Self Enquiry,1,Large Business,Male,Married,0,1,Executive,0
53,3,3,4,1,26647,1,5,10,Self Enquiry,1,Small Business,Male,Married,1,1,Senior Manager,0
32,4,3,2,3,22607,4,4,19,Self Enquiry,1,Small Business,Female,Divorced,1,1,Executive,0
42,2,3,1,1,32861,4,3,8,Company Invited,1,Salaried,Male,Divorced,1,0,AVP,0
33,4,5,3,2,25403,2,4,10,Self Enquiry,1,Small Business,Female,Divorced,0,1,Manager,0
47,4,4,2,3,23699,5,4,12,Self Enquiry,2,Small Business,Male,Married,1,1,Manager,0
32,4,3,5,3,23237,3,6,27,Self Enquiry,3,Salaried,Female,Married,1,0,Manager,1
32,3,3,2,1,21162,4,4,10,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
34,3,3,1,2,17661,3,3,25,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
35,4,5,7,1,25178,2,4,15,Self Enquiry,3,Salaried,Female,Divorced,0,1,Manager,0
42,2,3,1,0,17696,4,3,8,Self Enquiry,2,Large Business,Male,Married,1,1,Executive,0
27,2,4,2,1,17226,4,3,8,Self Enquiry,1,Large Business,Male,Married,0,1,Executive,0
48,3,3,1,0,20381,5,4,6,Self Enquiry,1,Salaried,Male,Single,1,0,Senior Manager,1
21,3,4,2,2,17174,5,4,6,Company Invited,3,Large Business,Female,Single,1,1,Executive,1
32,3,3,2,1,24533,4,4,19,Self Enquiry,1,Small Business,Female,Married,1,1,Manager,0
41,4,4,4,1,28383,4,5,17,Self Enquiry,3,Small Business,Male,Married,0,0,Senior Manager,0
24,3,3,3,2,19901,4,4,7,Self Enquiry,1,Salaried,Male,Divorced,0,0,Executive,0
35,4,3,5,2,24820,4,4,15,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,0,Manager,0
50,3,3,2,1,18221,1,1,34,Self Enquiry,1,Small Business,Male,Married,1,0,Executive,0
24,4,3,3,2,22183,2,3,17,Self Enquiry,1,Small Business,Male,Unmarried,0,1,Executive,0
20,3,3,3,1,21672,5,2,32,Self Enquiry,1,Salaried,Female,Unmarried,1,1,Executive,0
24,3,3,3,2,21582,1,4,33,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
33,3,5,4,1,17799,4,4,6,Self Enquiry,1,Salaried,Male,Single,1,1,Executive,0
29,2,5,4,0,24715,1,5,14,Self Enquiry,1,Salaried,Female,Married,0,0,Manager,0
29,3,3,7,1,22142,3,6,9,Self Enquiry,1,Small Business,Male,Divorced,1,1,Executive,1
31,2,5,1,0,20332,1,3,8,Company Invited,3,Salaried,Male,Single,0,0,Manager,0
35,2,5,2,1,17559,4,4,33,Self Enquiry,1,Small Business,Female,Single,0,1,Executive,0
55,3,3,2,1,22458,2,4,15,Self Enquiry,1,Salaried,Female,Unmarried,0,1,Manager,0
42,2,5,1,0,32665,3,3,8,Self Enquiry,1,Small Business,Male,Married,0,1,AVP,0
40,3,3,1,0,33041,3,3,8,Self Enquiry,3,Salaried,Female,Divorced,0,0,VP,0
41,3,3,5,1,22653,3,4,16,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
31,4,3,2,1,28345,4,4,17,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,0,Senior Manager,0
53,3,3,6,2,26836,3,3,14,Self Enquiry,3,Small Business,Male,Divorced,0,0,AVP,0
33,3,3,2,0,17911,1,4,11,Self Enquiry,1,Salaried,Female,Married,0,0,Executive,0
40,2,3,5,1,21513,3,3,6,Self Enquiry,1,Salaried,Female,Married,0,0,Manager,0
53,3,5,2,2,21628,1,4,15,Self Enquiry,1,Salaried,Female,Divorced,0,1,Executive,0
48,4,3,3,1,23745,1,2,23,Company Invited,1,Small Business,Male,Married,1,1,Manager,0
33,4,5,3,1,25403,1,4,10,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
40,4,3,5,1,29598,1,4,32,Company Invited,1,Salaried,Male,Divorced,0,0,Senior Manager,0
47,4,3,6,2,24450,5,4,12,Company Invited,3,Small Business,Male,Unmarried,1,1,Manager,0
38,4,3,8,3,20768,3,5,9,Self Enquiry,1,Salaried,Male,Single,1,0,Executive,1
28,3,4,3,2,24892,1,4,15,Self Enquiry,3,Small Business,Female,Married,0,0,Manager,0
37,3,5,6,2,23317,5,5,20,Self Enquiry,2,Salaried,Male,Married,1,1,Executive,1
33,2,4,5,0,17313,4,4,31,Self Enquiry,1,Small Business,Male,Single,1,1,Executive,1
48,3,3,3,2,22841,3,4,11,Self Enquiry,3,Salaried,Female,Unmarried,1,1,Manager,0
48,2,3,3,0,31885,1,1,6,Company Invited,1,Small Business,Male,Single,0,0,AVP,0
31,3,3,4,2,28097,4,4,12,Self Enquiry,3,Salaried,Female,Divorced,0,1,Senior Manager,0
42,3,3,5,0,17093,3,3,11,Company Invited,1,Salaried,Male,Divorced,0,1,Executive,0
57,4,3,4,1,21620,1,4,16,Company Invited,1,Small Business,Female,Married,0,1,Executive,0
31,3,3,3,2,23804,1,5,7,Self Enquiry,1,Salaried,Male,Married,1,1,Manager,0
29,2,3,2,0,22639,3,3,33,Self Enquiry,3,Small Business,Female,Married,0,0,Senior Manager,1
34,3,3,2,2,17553,5,4,22,Company Invited,1,Salaried,Female,Single,0,1,Executive,0
19,2,4,2,1,17121,2,4,27,Self Enquiry,3,Salaried,Male,Single,1,0,Executive,1
51,4,3,3,3,21899,2,3,35,Self Enquiry,1,Small Business,Male,Divorced,1,1,Executive,0
54,4,3,2,1,29612,2,5,14,Self Enquiry,3,Small Business,Female,Divorced,1,0,Senior Manager,0
42,3,3,6,1,21456,3,6,9,Self Enquiry,1,Salaried,Female,Married,1,0,Executive,1
31,3,3,20,2,20963,4,4,11,Company Invited,1,Large Business,Male,Single,1,1,Executive,1
46,3,3,3,2,24448,4,5,9,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
58,2,3,1,1,28872,3,3,16,Self Enquiry,3,Small Business,Male,Single,0,0,AVP,0
27,4,3,3,2,21337,1,4,13,Self Enquiry,1,Salaried,Female,Married,1,0,Executive,0
35,3,3,3,2,22679,1,4,17,Company Invited,3,Salaried,Male,Married,1,1,Manager,0
45,2,4,2,0,31704,3,4,34,Self Enquiry,1,Large Business,Female,Single,0,1,AVP,0
55,3,4,4,1,25976,1,3,8,Company Invited,1,Salaried,Male,Married,0,0,Senior Manager,0
38,3,5,4,2,22598,4,5,7,Self Enquiry,1,Small Business,Female,Divorced,0,1,Executive,0
34,3,5,5,1,20346,3,3,15,Company Invited,1,Salaried,Male,Married,0,0,Manager,1
47,3,5,4,1,31903,3,2,10,Self Enquiry,3,Large Business,Female,Married,0,1,AVP,0
53,3,5,7,2,25448,3,3,30,Self Enquiry,3,Salaried,Male,Unmarried,1,1,Senior Manager,1
45,3,3,6,2,24663,5,5,7,Self Enquiry,2,Salaried,Fe Male,Unmarried,0,1,Manager,0
35,3,4,8,1,23183,3,5,13,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
35,3,4,6,1,23122,3,4,26,Company Invited,1,Small Business,Female,Married,0,1,Manager,0
34,3,3,2,2,21020,1,5,15,Company Invited,3,Salaried,Female,Single,0,0,Executive,0
51,2,3,3,1,28116,4,3,9,Self Enquiry,1,Large Business,Female,Married,0,1,Senior Manager,0
43,2,3,3,1,23585,3,4,7,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
36,3,3,1,0,21586,5,3,20,Self Enquiry,1,Salaried,Male,Married,1,1,Manager,0
27,2,4,2,0,17279,3,3,15,Self Enquiry,1,Small Business,Female,Single,0,1,Executive,0
27,4,3,2,2,21222,4,2,13,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
44,3,4,6,1,23443,3,4,15,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
34,3,5,4,1,25070,5,4,15,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
35,3,4,7,2,21972,1,5,7,Self Enquiry,1,Salaried,Female,Divorced,0,1,Executive,0
18,3,3,2,1,16051,2,3,11,Company Invited,1,Salaried,Male,Single,0,1,Executive,0
34,3,3,1,0,21538,1,3,10,Company Invited,3,Small Business,Female,Married,0,0,Manager,0
27,2,5,2,0,17235,4,3,20,Self Enquiry,1,Salaried,Male,Divorced,1,1,Executive,0
45,2,5,5,1,28245,3,3,12,Self Enquiry,1,Salaried,Male,Married,1,1,Senior Manager,0
59,3,3,2,2,32550,3,4,17,Self Enquiry,3,Small Business,Male,Single,0,0,AVP,0
49,2,5,2,0,18211,3,3,31,Self Enquiry,1,Salaried,Female,Married,0,0,Executive,0
60,5,5,2,2,26315,3,4,32,Self Enquiry,3,Salaried,Fe Male,Unmarried,0,1,Senior Manager,0
49,2,3,2,1,22654,4,3,17,Self Enquiry,3,Small Business,Female,Divorced,0,0,Senior Manager,1
58,2,3,5,1,17479,2,3,8,Self Enquiry,1,Large Business,Male,Single,0,1,Executive,1
35,3,3,2,1,17977,3,5,6,Self Enquiry,1,Salaried,Female,Married,0,0,Executive,0
25,2,3,1,1,19907,1,3,14,Self Enquiry,3,Salaried,Female,Married,1,1,Manager,0
35,3,3,3,1,21420,1,4,16,Self Enquiry,2,Large Business,Female,Divorced,0,1,Executive,1
42,3,3,3,0,20231,5,1,9,Self Enquiry,1,Salaried,Female,Divorced,1,0,Manager,0
33,2,4,5,0,17313,4,4,31,Self Enquiry,1,Small Business,Male,Single,1,0,Executive,1
43,4,3,5,1,25459,1,5,9,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Manager,0
53,3,3,6,0,26836,3,3,14,Self Enquiry,3,Small Business,Male,Married,0,1,AVP,0
30,3,3,1,0,24667,4,3,16,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,0,Senior Manager,0
23,4,3,3,1,21613,3,3,23,Company Invited,1,Small Business,Male,Married,1,0,Executive,0
43,4,3,6,2,20771,3,4,12,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
41,3,3,1,2,20993,4,3,6,Self Enquiry,3,Salaried,Female,Single,1,0,Manager,1
42,3,3,4,2,20805,1,2,12,Self Enquiry,1,Small Business,Male,Divorced,1,1,Executive,0
34,3,3,2,2,25627,4,5,7,Self Enquiry,1,Salaried,Fe Male,Unmarried,0,1,Manager,0
30,2,3,1,0,17720,4,4,8,Self Enquiry,1,Small Business,Male,Single,0,0,Executive,0
31,4,3,3,3,24453,3,4,35,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
45,2,4,4,1,33061,4,3,31,Company Invited,1,Small Business,Female,Single,0,1,VP,0
29,4,3,3,1,23614,1,5,15,Self Enquiry,2,Small Business,Male,Married,0,1,Executive,0
37,3,3,3,2,28774,4,4,15,Self Enquiry,1,Large Business,Female,Married,0,1,Senior Manager,0
36,3,4,2,0,17810,5,1,15,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
27,2,3,2,1,17539,1,4,12,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
24,3,4,2,0,17033,1,3,19,Company Invited,3,Salaried,Female,Divorced,0,0,Executive,0
19,3,4,2,2,16483,3,3,9,Self Enquiry,1,Small Business,Female,Single,0,1,Executive,0
